image,label
chars/img003-021.png,2
chars/img003-022.png,2
chars/img003-023.png,2
chars/img003-024.png,2
chars/img003-025.png,2
chars/img003-026.png,2
chars/img003-027.png,2
chars/img003-028.png,2
chars/img003-029.png,2
chars/img003-030.png,2
chars/img003-031.png,2
chars/img003-032.png,2
chars/img003-033.png,2
chars/img003-034.png,2
chars/img003-035.png,2
chars/img003-036.png,2
chars/img003-037.png,2
chars/img003-038.png,2
chars/img003-039.png,2
chars/img003-040.png,2
chars/img003-041.png,2
chars/img003-042.png,2
chars/img003-043.png,2
chars/img003-044.png,2
chars/img003-045.png,2
chars/img003-046.png,2
chars/img003-047.png,2
chars/img003-048.png,2
chars/img003-049.png,2
chars/img003-050.png,2
chars/img003-051.png,2
chars/img003-052.png,2
chars/img003-053.png,2
chars/img003-054.png,2
chars/img003-055.png,2
chars/img004-001.png,3
chars/img004-002.png,3
chars/img004-003.png,3
chars/img004-004.png,3
chars/img004-005.png,3
chars/img004-006.png,3
chars/img004-007.png,3
chars/img004-008.png,3
chars/img004-009.png,3
chars/img004-010.png,3
chars/img004-011.png,3
chars/img004-012.png,3
chars/img004-013.png,3
chars/img004-014.png,3
chars/img004-015.png,3
chars/img004-016.png,3
chars/img004-017.png,3
chars/img004-018.png,3
chars/img004-019.png,3
chars/img004-020.png,3
chars/img004-021.png,3
chars/img004-022.png,3
chars/img004-023.png,3
chars/img004-024.png,3
chars/img004-025.png,3
chars/img004-026.png,3
chars/img004-027.png,3
chars/img004-028.png,3
chars/img004-029.png,3
chars/img004-030.png,3
chars/img004-031.png,3
chars/img004-032.png,3
chars/img004-033.png,3
chars/img004-034.png,3
chars/img004-035.png,3
chars/img004-036.png,3
chars/img004-037.png,3
chars/img004-038.png,3
chars/img004-039.png,3
chars/img004-040.png,3
chars/img004-041.png,3
chars/img004-042.png,3
chars/img004-043.png,3
chars/img004-044.png,3
chars/img004-045.png,3
chars/img004-046.png,3
chars/img004-047.png,3
chars/img004-048.png,3
chars/img004-049.png,3
chars/img004-050.png,3
chars/img004-051.png,3
chars/img004-052.png,3
chars/img004-053.png,3
chars/img004-054.png,3
chars/img004-055.png,3
chars/img005-001.png,4
chars/img005-002.png,4
chars/img005-003.png,4
chars/img005-004.png,4
chars/img005-005.png,4
chars/img005-006.png,4
chars/img005-007.png,4
chars/img005-008.png,4
chars/img005-009.png,4
chars/img005-010.png,4
chars/img005-011.png,4
chars/img005-012.png,4
chars/img005-013.png,4
chars/img005-014.png,4
chars/img005-015.png,4
chars/img005-016.png,4
chars/img005-017.png,4
chars/img005-018.png,4
chars/img005-019.png,4
chars/img005-020.png,4
chars/img005-021.png,4
chars/img005-022.png,4
chars/img005-023.png,4
chars/img005-024.png,4
chars/img005-025.png,4
chars/img005-026.png,4
chars/img005-027.png,4
chars/img005-028.png,4
chars/img005-029.png,4
chars/img005-030.png,4
chars/img005-031.png,4
chars/img005-032.png,4
chars/img005-033.png,4
chars/img005-034.png,4
chars/img005-035.png,4
chars/img005-036.png,4
chars/img005-037.png,4
chars/img005-038.png,4
chars/img005-039.png,4
chars/img005-040.png,4
chars/img005-041.png,4
chars/img005-042.png,4
chars/img005-043.png,4
chars/img005-044.png,4
chars/img005-045.png,4
chars/img005-046.png,4
chars/img005-047.png,4
chars/img005-048.png,4
chars/img005-049.png,4
chars/img005-050.png,4
chars/img005-051.png,4
chars/img005-052.png,4
chars/img005-053.png,4
chars/img005-054.png,4
chars/img005-055.png,4
chars/img006-001.png,5
chars/img006-002.png,5
chars/img006-003.png,5
chars/img006-004.png,5
chars/img006-005.png,5
chars/img006-006.png,5
chars/img006-007.png,5
chars/img006-008.png,5
chars/img006-009.png,5
chars/img006-010.png,5
chars/img006-011.png,5
chars/img006-012.png,5
chars/img006-013.png,5
chars/img006-014.png,5
chars/img006-015.png,5
chars/img006-016.png,5
chars/img006-017.png,5
chars/img006-018.png,5
chars/img006-019.png,5
chars/img006-020.png,5
chars/img006-021.png,5
chars/img006-022.png,5
chars/img006-023.png,5
chars/img006-024.png,5
chars/img006-025.png,5
chars/img006-026.png,5
chars/img006-027.png,5
chars/img006-028.png,5
chars/img006-029.png,5
chars/img006-030.png,5
chars/img006-031.png,5
chars/img006-032.png,5
chars/img006-033.png,5
chars/img006-034.png,5
chars/img006-035.png,5
chars/img006-036.png,5
chars/img006-037.png,5
chars/img006-038.png,5
chars/img006-039.png,5
chars/img006-040.png,5
chars/img006-041.png,5
chars/img006-042.png,5
chars/img006-043.png,5
chars/img006-044.png,5
chars/img006-045.png,5
chars/img006-046.png,5
chars/img006-047.png,5
chars/img006-048.png,5
chars/img006-049.png,5
chars/img006-050.png,5
chars/img006-051.png,5
chars/img006-052.png,5
chars/img006-053.png,5
chars/img006-054.png,5
chars/img006-055.png,5
chars/img007-001.png,6
chars/img007-002.png,6
chars/img007-003.png,6
chars/img007-004.png,6
chars/img007-005.png,6
chars/img007-006.png,6
chars/img007-007.png,6
chars/img007-008.png,6
chars/img007-009.png,6
chars/img007-010.png,6
chars/img007-011.png,6
chars/img007-012.png,6
chars/img007-013.png,6
chars/img007-014.png,6
chars/img007-015.png,6
chars/img007-016.png,6
chars/img007-017.png,6
chars/img007-018.png,6
chars/img007-019.png,6
chars/img007-020.png,6
chars/img007-021.png,6
chars/img007-022.png,6
chars/img007-023.png,6
chars/img007-024.png,6
chars/img007-025.png,6
chars/img007-026.png,6
chars/img007-027.png,6
chars/img007-028.png,6
chars/img007-029.png,6
chars/img007-030.png,6
chars/img007-031.png,6
chars/img007-032.png,6
chars/img007-033.png,6
chars/img007-034.png,6
chars/img007-035.png,6
chars/img007-036.png,6
chars/img007-037.png,6
chars/img007-038.png,6
chars/img007-039.png,6
chars/img007-040.png,6
chars/img007-041.png,6
chars/img007-042.png,6
chars/img007-043.png,6
chars/img007-044.png,6
chars/img007-045.png,6
chars/img007-046.png,6
chars/img007-047.png,6
chars/img007-048.png,6
chars/img007-049.png,6
chars/img007-050.png,6
chars/img007-051.png,6
chars/img007-052.png,6
chars/img007-053.png,6
chars/img007-054.png,6
chars/img007-055.png,6
chars/img008-001.png,7
chars/img008-002.png,7
chars/img008-003.png,7
chars/img008-004.png,7
chars/img008-005.png,7
chars/img008-006.png,7
chars/img008-007.png,7
chars/img008-008.png,7
chars/img008-009.png,7
chars/img008-010.png,7
chars/img008-011.png,7
chars/img008-012.png,7
chars/img008-013.png,7
chars/img008-014.png,7
chars/img008-015.png,7
chars/img008-016.png,7
chars/img008-017.png,7
chars/img008-018.png,7
chars/img008-019.png,7
chars/img008-020.png,7
chars/img008-021.png,7
chars/img008-022.png,7
chars/img008-023.png,7
chars/img008-024.png,7
chars/img008-025.png,7
chars/img008-026.png,7
chars/img008-027.png,7
chars/img008-028.png,7
chars/img008-029.png,7
chars/img008-030.png,7
chars/img008-031.png,7
chars/img008-032.png,7
chars/img008-033.png,7
chars/img008-034.png,7
chars/img008-035.png,7
chars/img008-036.png,7
chars/img008-037.png,7
chars/img008-038.png,7
chars/img008-039.png,7
chars/img008-040.png,7
chars/img008-041.png,7
chars/img008-042.png,7
chars/img008-043.png,7
chars/img008-044.png,7
chars/img008-045.png,7
chars/img008-046.png,7
chars/img008-047.png,7
chars/img008-048.png,7
chars/img008-049.png,7
chars/img008-050.png,7
chars/img008-051.png,7
chars/img008-052.png,7
chars/img008-053.png,7
chars/img008-054.png,7
chars/img008-055.png,7
chars/img009-001.png,8
chars/img009-002.png,8
chars/img009-003.png,8
chars/img009-004.png,8
chars/img009-005.png,8
chars/img009-006.png,8
chars/img009-007.png,8
chars/img009-008.png,8
chars/img009-009.png,8
chars/img009-010.png,8
chars/img009-011.png,8
chars/img009-012.png,8
chars/img009-013.png,8
chars/img009-014.png,8
chars/img009-015.png,8
chars/img009-016.png,8
chars/img009-017.png,8
chars/img009-018.png,8
chars/img009-019.png,8
chars/img009-020.png,8
chars/img009-021.png,8
chars/img009-022.png,8
chars/img009-023.png,8
chars/img009-024.png,8
chars/img009-025.png,8
chars/img009-026.png,8
chars/img009-027.png,8
chars/img009-028.png,8
chars/img009-029.png,8
chars/img009-030.png,8
chars/img009-031.png,8
chars/img009-032.png,8
chars/img009-033.png,8
chars/img009-034.png,8
chars/img009-035.png,8
chars/img009-036.png,8
chars/img009-037.png,8
chars/img009-038.png,8
chars/img009-039.png,8
chars/img009-040.png,8
chars/img009-041.png,8
chars/img009-042.png,8
chars/img009-043.png,8
chars/img009-044.png,8
chars/img009-045.png,8
chars/img009-046.png,8
chars/img009-047.png,8
chars/img009-048.png,8
chars/img009-049.png,8
chars/img009-050.png,8
chars/img009-051.png,8
chars/img009-052.png,8
chars/img009-053.png,8
chars/img009-054.png,8
chars/img009-055.png,8
chars/img010-001.png,9
chars/img010-002.png,9
chars/img010-003.png,9
chars/img010-004.png,9
chars/img010-005.png,9
chars/img010-006.png,9
chars/img010-007.png,9
chars/img010-008.png,9
chars/img010-009.png,9
chars/img010-010.png,9
chars/img010-011.png,9
chars/img010-012.png,9
chars/img010-013.png,9
chars/img010-014.png,9
chars/img010-015.png,9
chars/img010-016.png,9
chars/img010-017.png,9
chars/img010-018.png,9
chars/img010-019.png,9
chars/img010-020.png,9
chars/img010-021.png,9
chars/img010-022.png,9
chars/img010-023.png,9
chars/img010-024.png,9
chars/img010-025.png,9
chars/img010-026.png,9
chars/img010-027.png,9
chars/img010-028.png,9
chars/img010-029.png,9
chars/img010-030.png,9
chars/img010-031.png,9
chars/img010-032.png,9
chars/img010-033.png,9
chars/img010-034.png,9
chars/img010-035.png,9
chars/img010-036.png,9
chars/img010-037.png,9
chars/img010-038.png,9
chars/img010-039.png,9
chars/img010-040.png,9
chars/img010-041.png,9
chars/img010-042.png,9
chars/img010-043.png,9
chars/img010-044.png,9
chars/img010-045.png,9
chars/img010-046.png,9
chars/img010-047.png,9
chars/img010-048.png,9
chars/img010-049.png,9
chars/img010-050.png,9
chars/img010-051.png,9
chars/img010-052.png,9
chars/img010-053.png,9
chars/img010-054.png,9
chars/img010-055.png,9
chars/img011-001.png,A
chars/img011-002.png,A
chars/img011-003.png,A
chars/img011-004.png,A
chars/img011-005.png,A
chars/img011-006.png,A
chars/img011-007.png,A
chars/img011-008.png,A
chars/img011-009.png,A
chars/img011-010.png,A
chars/img011-011.png,A
chars/img011-012.png,A
chars/img011-013.png,A
chars/img011-014.png,A
chars/img011-015.png,A
chars/img011-016.png,A
chars/img011-017.png,A
chars/img011-018.png,A
chars/img011-019.png,A
chars/img011-020.png,A
chars/img011-021.png,A
chars/img011-022.png,A
chars/img011-023.png,A
chars/img011-024.png,A
chars/img011-025.png,A
chars/img011-026.png,A
chars/img011-027.png,A
chars/img011-028.png,A
chars/img011-029.png,A
chars/img011-030.png,A
chars/img011-031.png,A
chars/img011-032.png,A
chars/img011-033.png,A
chars/img011-034.png,A
chars/img011-035.png,A
chars/img011-036.png,A
chars/img011-037.png,A
chars/img011-038.png,A
chars/img011-039.png,A
chars/img011-040.png,A
chars/img011-041.png,A
chars/img011-042.png,A
chars/img011-043.png,A
chars/img011-044.png,A
chars/img011-045.png,A
chars/img011-046.png,A
chars/img011-047.png,A
chars/img011-048.png,A
chars/img011-049.png,A
chars/img011-050.png,A
chars/img011-051.png,A
chars/img011-052.png,A
chars/img011-053.png,A
chars/img011-054.png,A
chars/img011-055.png,A
chars/img012-001.png,B
chars/img012-002.png,B
chars/img012-003.png,B
chars/img012-004.png,B
chars/img012-005.png,B
chars/img012-006.png,B
chars/img012-007.png,B
chars/img012-008.png,B
chars/img012-009.png,B
chars/img012-010.png,B
chars/img012-011.png,B
chars/img012-012.png,B
chars/img012-013.png,B
chars/img012-014.png,B
chars/img012-015.png,B
chars/img012-016.png,B
chars/img012-017.png,B
chars/img012-018.png,B
chars/img012-019.png,B
chars/img012-020.png,B
chars/img012-021.png,B
chars/img012-022.png,B
chars/img012-023.png,B
chars/img012-024.png,B
chars/img012-025.png,B
chars/img012-026.png,B
chars/img012-027.png,B
chars/img012-028.png,B
chars/img012-029.png,B
chars/img012-030.png,B
chars/img012-031.png,B
chars/img012-032.png,B
chars/img012-033.png,B
chars/img012-034.png,B
chars/img012-035.png,B
chars/img012-036.png,B
chars/img012-037.png,B
chars/img012-038.png,B
chars/img012-039.png,B
chars/img012-040.png,B
chars/img012-041.png,B
chars/img012-042.png,B
chars/img012-043.png,B
chars/img012-044.png,B
chars/img012-045.png,B
chars/img012-046.png,B
chars/img012-047.png,B
chars/img012-048.png,B
chars/img012-049.png,B
chars/img012-050.png,B
chars/img012-051.png,B
chars/img012-052.png,B
chars/img012-053.png,B
chars/img012-054.png,B
chars/img012-055.png,B
chars/img013-001.png,C
chars/img013-002.png,C
chars/img013-003.png,C
chars/img013-004.png,C
chars/img013-005.png,C
chars/img013-006.png,C
chars/img013-007.png,C
chars/img013-008.png,C
chars/img013-009.png,C
chars/img013-010.png,C
chars/img013-011.png,C
chars/img013-012.png,C
chars/img013-013.png,C
chars/img013-014.png,C
chars/img013-015.png,C
chars/img013-016.png,C
chars/img013-017.png,C
chars/img013-018.png,C
chars/img013-019.png,C
chars/img013-020.png,C
chars/img013-021.png,C
chars/img013-022.png,C
chars/img013-023.png,C
chars/img013-024.png,C
chars/img013-025.png,C
chars/img013-026.png,C
chars/img013-027.png,C
chars/img013-028.png,C
chars/img013-029.png,C
chars/img013-030.png,C
chars/img013-031.png,C
chars/img013-032.png,C
chars/img013-033.png,C
chars/img013-034.png,C
chars/img013-035.png,C
chars/img013-036.png,C
chars/img013-037.png,C
chars/img013-038.png,C
chars/img013-039.png,C
chars/img013-040.png,C
chars/img013-041.png,C
chars/img013-042.png,C
chars/img013-043.png,C
chars/img013-044.png,C
chars/img013-045.png,C
chars/img013-046.png,C
chars/img013-047.png,C
chars/img013-048.png,C
chars/img013-049.png,C
chars/img013-050.png,C
chars/img013-051.png,C
chars/img013-052.png,C
chars/img013-053.png,C
chars/img013-054.png,C
chars/img013-055.png,C
chars/img014-001.png,D
chars/img014-002.png,D
chars/img014-003.png,D
chars/img014-004.png,D
chars/img014-005.png,D
chars/img014-006.png,D
chars/img014-007.png,D
chars/img014-008.png,D
chars/img014-009.png,D
chars/img014-010.png,D
chars/img014-011.png,D
chars/img014-012.png,D
chars/img014-013.png,D
chars/img014-014.png,D
chars/img014-015.png,D
chars/img014-016.png,D
chars/img014-017.png,D
chars/img014-018.png,D
chars/img014-019.png,D
chars/img014-020.png,D
chars/img014-021.png,D
chars/img014-022.png,D
chars/img014-023.png,D
chars/img014-024.png,D
chars/img014-025.png,D
chars/img014-026.png,D
chars/img014-027.png,D
chars/img014-028.png,D
chars/img014-029.png,D
chars/img014-030.png,D
chars/img014-031.png,D
chars/img014-032.png,D
chars/img014-033.png,D
chars/img014-034.png,D
chars/img014-035.png,D
chars/img014-036.png,D
chars/img014-037.png,D
chars/img014-038.png,D
chars/img014-039.png,D
chars/img014-040.png,D
chars/img014-041.png,D
chars/img014-042.png,D
chars/img014-043.png,D
chars/img014-044.png,D
chars/img014-045.png,D
chars/img014-046.png,D
chars/img014-047.png,D
chars/img014-048.png,D
chars/img014-049.png,D
chars/img014-050.png,D
chars/img014-051.png,D
chars/img014-052.png,D
chars/img014-053.png,D
chars/img014-054.png,D
chars/img014-055.png,D
chars/img015-001.png,E
chars/img015-002.png,E
chars/img015-003.png,E
chars/img015-004.png,E
chars/img015-005.png,E
chars/img015-006.png,E
chars/img015-007.png,E
chars/img015-008.png,E
chars/img015-009.png,E
chars/img015-010.png,E
chars/img015-011.png,E
chars/img015-012.png,E
chars/img015-013.png,E
chars/img015-014.png,E
chars/img015-015.png,E
chars/img015-016.png,E
chars/img015-017.png,E
chars/img015-018.png,E
chars/img015-019.png,E
chars/img015-020.png,E
chars/img015-021.png,E
chars/img015-022.png,E
chars/img015-023.png,E
chars/img015-024.png,E
chars/img015-025.png,E
chars/img015-026.png,E
chars/img015-027.png,E
chars/img015-028.png,E
chars/img015-029.png,E
chars/img015-030.png,E
chars/img015-031.png,E
chars/img015-032.png,E
chars/img015-033.png,E
chars/img015-034.png,E
chars/img015-035.png,E
chars/img015-036.png,E
chars/img015-037.png,E
chars/img015-038.png,E
chars/img015-039.png,E
chars/img015-040.png,E
chars/img015-041.png,E
chars/img015-042.png,E
chars/img015-043.png,E
chars/img015-044.png,E
chars/img015-045.png,E
chars/img015-046.png,E
chars/img015-047.png,E
chars/img015-048.png,E
chars/img015-049.png,E
chars/img015-050.png,E
chars/img015-051.png,E
chars/img015-052.png,E
chars/img015-053.png,E
chars/img015-054.png,E
chars/img015-055.png,E
chars/img016-001.png,F
chars/img016-002.png,F
chars/img016-003.png,F
chars/img016-004.png,F
chars/img016-005.png,F
chars/img016-006.png,F
chars/img016-007.png,F
chars/img016-008.png,F
chars/img016-009.png,F
chars/img016-010.png,F
chars/img016-011.png,F
chars/img016-012.png,F
chars/img016-013.png,F
chars/img016-014.png,F
chars/img016-015.png,F
chars/img016-016.png,F
chars/img016-017.png,F
chars/img016-018.png,F
chars/img016-019.png,F
chars/img016-020.png,F
chars/img016-021.png,F
chars/img016-022.png,F
chars/img016-023.png,F
chars/img016-024.png,F
chars/img016-025.png,F
chars/img016-026.png,F
chars/img016-027.png,F
chars/img016-028.png,F
chars/img016-029.png,F
chars/img016-030.png,F
chars/img016-031.png,F
chars/img016-032.png,F
chars/img016-033.png,F
chars/img016-034.png,F
chars/img016-035.png,F
chars/img016-036.png,F
chars/img016-037.png,F
chars/img016-038.png,F
chars/img016-039.png,F
chars/img016-040.png,F
chars/img016-041.png,F
chars/img016-042.png,F
chars/img016-043.png,F
chars/img016-044.png,F
chars/img016-045.png,F
chars/img016-046.png,F
chars/img016-047.png,F
chars/img016-048.png,F
chars/img016-049.png,F
chars/img016-050.png,F
chars/img016-051.png,F
chars/img016-052.png,F
chars/img016-053.png,F
chars/img016-054.png,F
chars/img016-055.png,F
chars/img017-001.png,G
chars/img017-002.png,G
chars/img017-003.png,G
chars/img017-004.png,G
chars/img017-005.png,G
chars/img017-006.png,G
chars/img017-007.png,G
chars/img017-008.png,G
chars/img017-009.png,G
chars/img017-010.png,G
chars/img017-011.png,G
chars/img017-012.png,G
chars/img017-013.png,G
chars/img017-014.png,G
chars/img017-015.png,G
chars/img017-016.png,G
chars/img017-017.png,G
chars/img017-018.png,G
chars/img017-019.png,G
chars/img017-020.png,G
chars/img017-021.png,G
chars/img017-022.png,G
chars/img017-023.png,G
chars/img017-024.png,G
chars/img017-025.png,G
chars/img017-026.png,G
chars/img017-027.png,G
chars/img017-028.png,G
chars/img017-029.png,G
chars/img017-030.png,G
chars/img017-031.png,G
chars/img017-032.png,G
chars/img017-033.png,G
chars/img017-034.png,G
chars/img017-035.png,G
chars/img017-036.png,G
chars/img017-037.png,G
chars/img017-038.png,G
chars/img017-039.png,G
chars/img017-040.png,G
chars/img017-041.png,G
chars/img017-042.png,G
chars/img017-043.png,G
chars/img017-044.png,G
chars/img017-045.png,G
chars/img017-046.png,G
chars/img017-047.png,G
chars/img017-048.png,G
chars/img017-049.png,G
chars/img017-050.png,G
chars/img017-051.png,G
chars/img017-052.png,G
chars/img017-053.png,G
chars/img017-054.png,G
chars/img017-055.png,G
chars/img018-001.png,H
chars/img018-002.png,H
chars/img018-003.png,H
chars/img018-004.png,H
chars/img018-005.png,H
chars/img018-006.png,H
chars/img018-007.png,H
chars/img018-008.png,H
chars/img018-009.png,H
chars/img018-010.png,H
chars/img018-011.png,H
chars/img018-012.png,H
chars/img018-013.png,H
chars/img018-014.png,H
chars/img018-015.png,H
chars/img018-016.png,H
chars/img018-017.png,H
chars/img018-018.png,H
chars/img018-019.png,H
chars/img018-020.png,H
chars/img018-021.png,H
chars/img018-022.png,H
chars/img018-023.png,H
chars/img018-024.png,H
chars/img018-025.png,H
chars/img018-026.png,H
chars/img018-027.png,H
chars/img018-028.png,H
chars/img018-029.png,H
chars/img018-030.png,H
chars/img018-031.png,H
chars/img018-032.png,H
chars/img018-033.png,H
chars/img018-034.png,H
chars/img018-035.png,H
chars/img018-036.png,H
chars/img018-037.png,H
chars/img018-038.png,H
chars/img018-039.png,H
chars/img018-040.png,H
chars/img018-041.png,H
chars/img018-042.png,H
chars/img018-043.png,H
chars/img018-044.png,H
chars/img018-045.png,H
chars/img018-046.png,H
chars/img018-047.png,H
chars/img018-048.png,H
chars/img018-049.png,H
chars/img018-050.png,H
chars/img018-051.png,H
chars/img018-052.png,H
chars/img018-053.png,H
chars/img018-054.png,H
chars/img018-055.png,H
chars/img019-001.png,I
chars/img019-002.png,I
chars/img019-003.png,I
chars/img019-004.png,I
chars/img019-005.png,I
chars/img019-006.png,I
chars/img019-007.png,I
chars/img019-008.png,I
chars/img019-009.png,I
chars/img019-010.png,I
chars/img019-011.png,I
chars/img019-012.png,I
chars/img019-013.png,I
chars/img019-014.png,I
chars/img019-015.png,I
chars/img019-016.png,I
chars/img019-017.png,I
chars/img019-018.png,I
chars/img019-019.png,I
chars/img019-020.png,I
chars/img019-021.png,I
chars/img019-022.png,I
chars/img019-023.png,I
chars/img019-024.png,I
chars/img019-025.png,I
chars/img019-026.png,I
chars/img019-027.png,I
chars/img019-028.png,I
chars/img019-029.png,I
chars/img019-030.png,I
chars/img019-031.png,I
chars/img019-032.png,I
chars/img019-033.png,I
chars/img019-034.png,I
chars/img019-035.png,I
chars/img019-036.png,I
chars/img019-037.png,I
chars/img019-038.png,I
chars/img019-039.png,I
chars/img019-040.png,I
chars/img019-041.png,I
chars/img019-042.png,I
chars/img019-043.png,I
chars/img019-044.png,I
chars/img019-045.png,I
chars/img019-046.png,I
chars/img019-047.png,I
chars/img019-048.png,I
chars/img019-049.png,I
chars/img019-050.png,I
chars/img019-051.png,I
chars/img019-052.png,I
chars/img019-053.png,I
chars/img019-054.png,I
chars/img019-055.png,I
chars/img020-001.png,J
chars/img020-002.png,J
chars/img020-003.png,J
chars/img020-004.png,J
chars/img020-005.png,J
chars/img020-006.png,J
chars/img020-007.png,J
chars/img020-008.png,J
chars/img020-009.png,J
chars/img020-010.png,J
chars/img020-011.png,J
chars/img020-012.png,J
chars/img020-013.png,J
chars/img020-014.png,J
chars/img020-015.png,J
chars/img020-016.png,J
chars/img020-017.png,J
chars/img020-018.png,J
chars/img020-019.png,J
chars/img020-020.png,J
chars/img020-021.png,J
chars/img020-022.png,J
chars/img020-023.png,J
chars/img020-024.png,J
chars/img020-025.png,J
chars/img020-026.png,J
chars/img020-027.png,J
chars/img020-028.png,J
chars/img020-029.png,J
chars/img020-030.png,J
chars/img020-031.png,J
chars/img020-032.png,J
chars/img020-033.png,J
chars/img020-034.png,J
chars/img020-035.png,J
chars/img020-036.png,J
chars/img020-037.png,J
chars/img020-038.png,J
chars/img020-039.png,J
chars/img020-040.png,J
chars/img020-041.png,J
chars/img020-042.png,J
chars/img020-043.png,J
chars/img020-044.png,J
chars/img020-045.png,J
chars/img020-046.png,J
chars/img020-047.png,J
chars/img020-048.png,J
chars/img020-049.png,J
chars/img020-050.png,J
chars/img020-051.png,J
chars/img020-052.png,J
chars/img020-053.png,J
chars/img020-054.png,J
chars/img020-055.png,J
chars/img021-001.png,K
chars/img021-002.png,K
chars/img021-003.png,K
chars/img021-004.png,K
chars/img021-005.png,K
chars/img021-006.png,K
chars/img021-007.png,K
chars/img021-008.png,K
chars/img021-009.png,K
chars/img021-010.png,K
chars/img021-011.png,K
chars/img021-012.png,K
chars/img021-013.png,K
chars/img021-014.png,K
chars/img021-015.png,K
chars/img021-016.png,K
chars/img021-017.png,K
chars/img021-018.png,K
chars/img021-019.png,K
chars/img021-020.png,K
chars/img021-021.png,K
chars/img021-022.png,K
chars/img021-023.png,K
chars/img021-024.png,K
chars/img021-025.png,K
chars/img021-026.png,K
chars/img021-027.png,K
chars/img021-028.png,K
chars/img021-029.png,K
chars/img021-030.png,K
chars/img021-031.png,K
chars/img021-032.png,K
chars/img021-033.png,K
chars/img021-034.png,K
chars/img021-035.png,K
chars/img021-036.png,K
chars/img021-037.png,K
chars/img021-038.png,K
chars/img021-039.png,K
chars/img021-040.png,K
chars/img021-041.png,K
chars/img021-042.png,K
chars/img021-043.png,K
chars/img021-044.png,K
chars/img021-045.png,K
chars/img021-046.png,K
chars/img021-047.png,K
chars/img021-048.png,K
chars/img021-049.png,K
chars/img021-050.png,K
chars/img021-051.png,K
chars/img021-052.png,K
chars/img021-053.png,K
chars/img021-054.png,K
chars/img021-055.png,K
chars/img022-001.png,L
chars/img022-002.png,L
chars/img022-003.png,L
chars/img022-004.png,L
chars/img022-005.png,L
chars/img022-006.png,L
chars/img022-007.png,L
chars/img022-008.png,L
chars/img022-009.png,L
chars/img022-010.png,L
chars/img022-011.png,L
